repo,commit_hash,parent_hash,author,date,message,files_changed,modified_files
ComfyUI,ee46bef03a98903831c01d31094a0c30ea411b28,0e836d525e7f6a3b44704402c954141af324ea47,comfyanonymous,2023-03-13T21:30:01-04:00,Make --cpu have priority over everything else.,1,comfy\model_management.py
ComfyUI,c692509c2b6286248624dd6ec7ec37244a700a97,a3ba90d237eee1c094c10785b232deb0a7b4140c,comfyanonymous,2023-03-22T02:33:27-04:00,Try to improve VAEEncode memory usage a bit.,1,comfy\ldm\modules\diffusionmodules\model.py
ComfyUI,cc127eeabd5cdd42f1a472e43938c6a202e89626,8a3d2067af5ee465494c4f7c378ca4ac908f35f8,comfyanonymous,2023-03-23T00:40:48-04:00,"Lower PNG compression for more speed.

After some quick tests compress_level=4 seems to give the best compression
performance ratio for stable diffusion images.

It's 10x faster than max compression for an image size increase of only
2.5%.",1,nodes.py
ComfyUI,7f0fd99b5d2fbaaf23ec707aa357067a6f4e44fb,dd095efc2c172000a840c7ca54c8a01458f6b2a3,comfyanonymous,2023-03-24T11:39:51-04:00,Make ddim work with --cpu,1,comfy\samplers.py
ComfyUI,cf0098d5398cc330ffa8af9a0472ad1b8610515a,48efadeccf9793ea86df89c173c34279ebe07f1f,Francesco Yoshi Gobbo,2023-03-27T04:51:18+02:00,no lowvram state if cpu only,1,comfy\model_management.py
ComfyUI,b2554bc4dd69c3f5ad965edbc5585c4ff4948458,3ed814b01fcad1cf95bfd3fde4c18d0ae8bc9b13,comfyanonymous,2023-03-29T02:24:37-04:00,Split VAE decode batches depending on free memory.,1,comfy\sd.py
ComfyUI,afd65d3819b8b694a4d2fb9f6e3b103161fd08b2,974235a2728b34f9f71154910afe5b0a2bc781c6,comfyanonymous,2023-03-30T03:50:12-04:00,Fix noise mask not working with > 1 batch size on ksamplers.,1,comfy\samplers.py
ComfyUI,bceccca0e59862c3410b5d99b47fe1e01ba914af,28a7205739e1184c9b71e3b80271a882459039c4,comfyanonymous,2023-04-06T23:52:34-04:00,Small refactor.,1,comfy\model_management.py
ComfyUI,d63705d9199b6905a2a94b2a6180795d34427f65,04d9bc13afd684a5bd4cb637e26972bb5aee43d1,藍+85CD,2023-04-15T15:50:51+08:00,Support releases all unoccupied cached memory from XPU,1,execution.py
ComfyUI,6f7852bc47de2fa432672a1b93c1727c0824d78b,884ea653c8d6fe19b3724f45a04a0d74cd881f2f,comfyanonymous,2023-04-17T17:24:58-04:00,"Add a LatentFromBatch node to pick a single latent from a batch.

Works before and after sampling.",1,nodes.py
ComfyUI,6908f9c94992b32fbb96be0f6cd8c5b362d72a77,989acd769a6b5f3a5d6e3cd03fafbd9668c2dbdf,comfyanonymous,2023-04-22T14:30:39-04:00,This makes pytorch2.0 attention perform a bit faster.,1,comfy\ldm\modules\attention.py
ComfyUI,ee030d281bbd25d385ba9ca10badb66b487cca21,6908f9c94992b32fbb96be0f6cd8c5b362d72a77,Jacob Segal,2023-04-22T16:02:26-07:00,"Add support for multiple unique inpainting masks

This enables workflows like ""Inpaint at full resolution"" when using
batch sizes greater than 1.",1,nodes.py
ComfyUI,951c0c2bbe11e48956a7c619faf0c2cc6e3abff5,54251ad85e484d4e36df849dcd529837c775d690,comfyanonymous,2023-04-26T02:05:57-04:00,Don't keep cached outputs for removed nodes.,1,execution.py
ComfyUI,29c8f1a3442aad7d615430f8484b85de995c141c,20123624933cd559dc903f0b7c97566113018a1b,FizzleDorf,2023-04-30T17:33:15-04:00,"Conditioning Average (#495)

* first commit

* fixed a bunch of things missing in initial commit.

* parameters renamed for clarity

* renamed node, attempted update cond list

* to_strength removed, it is now normalized

* removed comments and prints. Attempted to apply to every cond in list again but no luck

* fixed repeating frames after batch using deepcopy

* Revert ""fixed repeating frames after batch using deepcopy""

This reverts commit 1086d6a0e1f5c5c9247312872402ff8e60358fe1.

* Rewrite addWeighted to use torch.mul iteratively.

---------

Co-authored-by: City <125218114+city96@users.noreply.github.com>",1,nodes.py
ComfyUI,6fc4917634d457c07eb8b676da4fa88e0ef4704b,678f933d382641933920e84414fe36f89d1da5a3,comfyanonymous,2023-05-06T19:58:54-04:00,"Make maximum_batch_area take into account python2.0 attention function.

More conservative xformers maximum_batch_area.",1,comfy\model_management.py
ComfyUI,ae08fdb9990956f671d658aaf72a1eaf982b5b33,a1f12e370dc694a26528c382e81b2e5e297934e0,Dr.Lt.Data,2023-05-09T03:37:36+09:00,"Clipspace Menu and MaskEditor application. (#548)

* Add clipspace feature.
* feat: copy content to clipspace
* feat: paste content from clipspace

Extend validation to allow for validating annotated_path in addition to other parameters.

Add support for annotated_filepath in folder_paths function.

Generalize the '/upload/image' API to allow for uploading images to the 'input', 'temp', or 'output' directories.

* rename contentClipboard -> clipspace

* Do deep copy for imgs on copy to clipspace.

* mask painting on clipspace

* add original_imgs into clipspace
* Preserve the original image when 'imgs' are modified

* robust patch & refactoring folder_paths about annotated_filepath

* wip

* Only show the Paste menu if the ComfyApp.clipspace is not empty

* clipspace feature added
maskeditor feature added

* instant refresh on paste

force triggering 'changed' on paste action

* enhance mask painting

smooth drawing
add brush_size +/- button

* robust patch

use mouseup event

* robust patch

again...

* subfolder fix on paste logic

attach subfolder if subfolder isn't empty

* event listener patch

add ], [ key event for brush size
remove listener on close

* Fix button positioning issue related to window height.
Change brush size from button to slider.

* clean commit

* clean code

* various bug fixes

* paste action
- prevent opening upload popup
- ensure rendering after widget_value update

* view api update
- support annotated_filepath

* maskeditor layout
- prevent covering button by hidden div

* remove dbg message

* Add cursor functionality to display brush size

* refactor: Replace brush preview feature with missionfloyd implementation

* missionfloyd implementation
* hiding brush preview off the canvas
* change brush size on wheel event

* keyup -> keydown event

* Update web/extensions/core/maskeditor.js

Co-authored-by: missionfloyd <missionfloyd@users.noreply.github.com>

* Add support for channel-specific image data retrieval in /view API to fix alpha mask loading issue

When loading an image with an alpha mask in JavaScript canvas, there is an issue where the alpha and RGB channels are premultiplied. To avoid reliance on JavaScript canvas, I added support for channel-specific image data retrieval in the ""/view"" API. This allows us to retrieve data for each channel separately and fix the alpha mask loading issue. The changes have been committed to the repository.

* Enable brush preview for key and slider events

* optimize

* preview fix

* robust patch

* fix copy (clipspace) action
imgs[0] copy -> whole imgs copy

* support batch images on clipspace, maskeditor

* copy/paste bug fixes for batch images
enhance selector preview on clipspace menu
add img_paste_mode option into clipspace menu

* crash fix

* print message if clipspace content cannot editable

* Update web/extensions/core/maskeditor.js

Co-authored-by: missionfloyd <missionfloyd@users.noreply.github.com>

* make default img_paste_mode to 'selected'

refactor space -> tab

* save clipspace files to input/clipspace instead of temp

* show ""clipspace/filename.png"" instead of 'filename.png [clipspace]' in LoadImage/LoadImageMask

* refresh fix related to FILE_COMBO

* Update web/extensions/core/maskeditor.js

Co-authored-by: missionfloyd <missionfloyd@users.noreply.github.com>

* Update web/extensions/core/maskeditor.js

Co-authored-by: missionfloyd <missionfloyd@users.noreply.github.com>

* adjust margin based on missionfloyd impelements

* mouse event -> pointer event

* pen, touch, mouse drawing patched and tested

* Update web/extensions/core/maskeditor.js

Co-authored-by: missionfloyd <missionfloyd@users.noreply.github.com>

* add comment about touch event.

---------

Co-authored-by: Lt.Dr.Data <lt.dr.data@gmail.com>
Co-authored-by: missionfloyd <missionfloyd@users.noreply.github.com>",1,nodes.py
ComfyUI,51583164ef08d2173eb93eefa36bc50429cfe7c6,8e3d1cbf3b8488b319675f952e1a868aa78f1161,comfyanonymous,2023-05-10T10:03:30-04:00,Make MaskToImage support masks with a batch size.,1,comfy_extras\nodes_mask.py
ComfyUI,f7c0f75d1fb1c6e3657f69247eace796882c62da,51583164ef08d2173eb93eefa36bc50429cfe7c6,comfyanonymous,2023-05-10T13:58:19-04:00,"Auto batching improvements.

Try batching when cond sizes don't match with smart padding.",1,comfy\samplers.py
ComfyUI,3a7c3acc72435f312a8f050d8ad3a1c902d9cff4,602095f614276dd52fad718c223e0be17d12b11e,comfyanonymous,2023-05-10T15:59:24-04:00,Send websocket message with list of cached nodes right before execution.,1,execution.py
ComfyUI,cf439709b6b3ffae5ad15a9f7e59fedc214d5f1c,cb4b8223981ec9e090ebf44205f5ce16d72f01cb,comfyanonymous,2023-05-13T12:50:21-04:00,"Load nodes in comfy_extras before custom nodes.

Change the slow import message.",1,nodes.py
ComfyUI,94680732d32b4b540251c122aee36df8d37266e1,d200fa131420a8871633b7321664db419aab2712,comfyanonymous,2023-06-01T03:52:51-04:00,Empty cache on mps.,1,comfy\model_management.py
ComfyUI,5c38958e49efd11b5234cb5ff472d752698c5090,94680732d32b4b540251c122aee36df8d37266e1,comfyanonymous,2023-06-01T04:04:35-04:00,Tweak lowvram model memory so it's closer to what it was before.,1,comfy\model_management.py
ComfyUI,0a5fefd6213e3116359e0738533a9e3b733506c5,700491d81a9faf5370a0c54d869e902bbfc839ec,comfyanonymous,2023-06-03T11:05:37-04:00,"Cleanups and fixes for model_management.py

Hopefully fix regression on MPS and CPU.",1,comfy\model_management.py
ComfyUI,c069fc0730f27d42b1e0dc82c698f448cd3d8087,c64ca8c0b22d2f5ac5dff59075b2a5ea4edd9e23,comfyanonymous,2023-06-11T23:25:39-04:00,Auto switch to tiled VAE encode if regular one runs out of memory.,1,comfy\sd.py
ComfyUI,f8c593105300008018431452567fe0b1262fdc81,c069fc0730f27d42b1e0dc82c698f448cd3d8087,comfyanonymous,2023-06-12T00:21:50-04:00,Split the batch in VAEEncode if there's not enough memory.,1,comfy\sd.py
ComfyUI,8125b51a628e4733099c4765ce5ad4478ab85518,45beebd33cd086f1b46e7e7054ba065d3a999cfe,comfyanonymous,2023-06-20T19:08:48-04:00,Keep a set of model_keys for faster add_patches.,1,comfy\sd.py
ComfyUI,9920367d3c65db363a8fcf1d2acf59f3a7d9f18d,62db11683b7290e8fef40802c769f4b097d2b1ed,comfyanonymous,2023-06-29T20:42:19-04:00,Fix embeddings not working with --gpu-only,1,comfy\sd1_clip.py
ComfyUI,6e9f28401f0942f9408dfc6a03abcd37032eec82,9920367d3c65db363a8fcf1d2acf59f3a7d9f18d,comfyanonymous,2023-06-29T23:38:56-04:00,"Persist node instances between executions instead of deleting them.

If the same node id with the same class exists between two executions the
same instance will be used.

This means you can now cache things in nodes for more efficiency.",1,execution.py
ComfyUI,ce35d8c659cb8340aa4c758de7cfc42cf311f7f3,3b6fe51c1dc3e0526a0c8b5f322e3a0785ede688,comfyanonymous,2023-07-01T15:07:39-04:00,Lower latency by batching some text encoder inputs.,1,comfy\sd1_clip.py
ComfyUI,0ae81c03bb035d3db46b86d48227eed3998872ba,d3f5998218ee488dd64fc63c8d095850cccab2b9,comfyanonymous,2023-07-09T09:56:03-04:00,Empty cache after model unloading for normal vram and lower.,1,comfy\model_management.py
ComfyUI,ee8f8ee07fb141e5a5ce3abf602ed0fa2e50cf7b,3ded1a3a04f5e9b0d916ed8fb3354391f0689d30,comfyanonymous,2023-07-17T09:35:19-04:00,Fix regression with ddim and uni_pc when batch size > 1.,1,comfy\k_diffusion\external.py
ComfyUI,1ea4d846911e938f857460de3eb7893011d6a8c4,4ab75d9cb86f55b272d27c17ad82af5d52be390f,asagi4,2023-07-27T21:14:09+03:00,Fix timestep ranges when batch_size > 1,1,comfy\samplers.py
ComfyUI,95d796fc85608272a9bf06a8c6c1f45912179118,4b957a0010832ae6cb9553683ca6bef6272b4ccc,comfyanonymous,2023-07-29T16:28:30-04:00,Faster VAE loading.,1,comfy\ldm\modules\diffusionmodules\model.py
ComfyUI,3cd31d0e24ef939e08ece7c78d53ebe0f7e0bdbb,2b13939044285adbad700690a501b3b3f11e4e4e,comfyanonymous,2023-07-30T17:18:24-04:00,Lower CPU thread check for running the text encoder on the CPU vs GPU.,1,comfy\model_management.py
ComfyUI,4a77fcd6ab01d69e18c384faa29ae1c3d02237f3,3cd31d0e24ef939e08ece7c78d53ebe0f7e0bdbb,comfyanonymous,2023-07-31T00:08:54-04:00,Only shift text encoder to vram when CPU cores are under 8.,1,comfy\model_management.py
ComfyUI,fc71cf656e1f26e6577c0a211b7460fc078b0c39,c9ef919e29cc2454419eb3454e334b7a4c7814a6,comfyanonymous,2023-08-05T21:53:25-04:00,Add some 800M gpus to cuda malloc blacklist.,1,cuda_malloc.py
ComfyUI,e7d88855f45967f03e9c3d9d753d1adced062d6e,d4380f3aa339a984f08bac3b872d446c552fbc7a,comfyanonymous,2023-08-14T20:23:38-04:00,Add node to batch images together.,1,nodes.py
ComfyUI,a2ce9655ca56b092a1457b3b77d236194aabb9d6,94fceb8700316f3ebfa68dafa3c32ee19a96d987,comfyanonymous,2023-08-14T23:41:52-04:00,Refactor unclip code.,1,comfy\model_base.py
ComfyUI,ae270f79bcb0da0efe09094eddc488a17a900913,27b87c25a11927850dba00cb89c7974ab72e6f6d,comfyanonymous,2023-08-16T11:05:11-04:00,Fix potential issue with batch size and clip vision.,1,comfy\clip_vision.py
ComfyUI,be9c5e25bcfbcaa73f3b1654aaa14ccb722b3d1d,ac0758a1a4a276da7e6f787e8a98d1b9722b927d,comfyanonymous,2023-08-17T15:59:56-04:00,Fix issue with not freeing enough memory when sampling.,1,comfy\sample.py
ComfyUI,c9b562aed153cb35d4ce4126caf86995b0c63b12,b80c3276dce510973c24d1c9b7fb48be36292396,comfyanonymous,2023-08-19T12:13:13-04:00,Free more memory before VAE encode/decode.,1,comfy\sd.py
ComfyUI,e9469e732d8c84048dcf4c94604607c92e5297df,c9b562aed153cb35d4ce4126caf86995b0c63b12,comfyanonymous,2023-08-20T04:00:53-04:00,--disable-smart-memory now disables loading model directly to vram.,1,comfy\model_management.py
ComfyUI,a6ef08a46a38063a0be46053b9ec39e9411f632e,00c0b2c5073084c765579767c24f496117662f3a,comfyanonymous,2023-08-23T21:38:28-04:00,Even with forced fp16 the cpu device should never use it.,1,comfy\model_management.py
ComfyUI,f72780a7e3634de1400bc3dd13207c463884dcb9,c77f02e1c6d49fdd9fa52414e4b97848b159a883,comfyanonymous,2023-08-25T18:02:15-04:00,The new smart memory management makes this unnecessary.,1,comfy\model_management.py
ComfyUI,a094b45c93e29193ba2695e834aefe7bf4635c06,1300a1bb4c87246b846c6209ab65ef0553004290,comfyanonymous,2023-08-28T15:26:29-04:00,Load clipvision model to GPU for faster performance.,1,comfy\clip_vision.py
ComfyUI,4e89b2c25a2ee7346b4892120176fadb0e7f931a,a094b45c93e29193ba2695e834aefe7bf4635c06,comfyanonymous,2023-08-28T16:26:11-04:00,Put clip vision outputs on the CPU.,1,comfy\clip_vision.py
ComfyUI,d70b0bc43c2d1d0a2212e9493926ddf231c80a41,81d9200e1851f160dacf9ad30e55444a2e42241e,comfyanonymous,2023-08-29T17:58:40-04:00,Use the GPU for the canny preprocessor when available.,1,comfy_extras\nodes_canny.py
ComfyUI,b92bf8196e0d3158b3e981d056a2be15ce5ab1cd,01094316268cab9ed5cd53b825b359a7becb9d6c,comfyanonymous,2023-09-18T23:04:49-04:00,Do lora cast on GPU instead of CPU for higher performance.,1,comfy\model_patcher.py
ComfyUI,eec449ca8e4b3741032f7fed9372ba52040eb563,29ccf9f471e3b2ad4f4a08ba9f34698d357f8547,Simon Lui,2023-09-22T21:11:27-07:00,Allow Intel GPUs to LoRA cast on GPU since it supports BF16 natively.,1,comfy\model_management.py
ComfyUI,f00471cdc8f92c930436cf288f1c12119f638a67,77c124c5a17534e347bdebbc1ace807d61416147,comfyanonymous,2023-09-24T18:09:44-04:00,Do FreeU fft on CPU if the device doesn't support fft functions.,1,comfy_extras\nodes_freelunch.py
ComfyUI,42f6d1ebe2b1f53bf491edeac8ca18fd21a12d37,f00471cdc8f92c930436cf288f1c12119f638a67,comfyanonymous,2023-09-25T01:21:28-04:00,Increase maximum batch sizes of empty image nodes.,1,nodes.py
ComfyUI,046b4fe0eebffb2e48b1ea9ab5d245a56b2e4c49,ba7dfd60f2ad80d436322b59f456409087a4a1c1,comfyanonymous,2023-09-25T16:02:21-04:00,Support batches of masks in mask composite nodes.,1,comfy_extras\nodes_mask.py
ComfyUI,d2cec6cdbf5361413ddf624c72b0b9b2a7a156ee,046b4fe0eebffb2e48b1ea9ab5d245a56b2e4c49,comfyanonymous,2023-09-25T16:19:13-04:00,Make mask functions work with batches of masks and images.,1,comfy_extras\nodes_mask.py
ComfyUI,1d36dfb9fe025b716bc66d920b996381f457393d,d76d71de3fc5e9618226c53f5a4a1a1a6c14b4fe,comfyanonymous,2023-09-26T02:53:57-04:00,GrowMask now works with mask batches.,1,comfy_extras\nodes_mask.py
ComfyUI,9546a798fba3c9fc9b6aee26cef46674a184727c,1d36dfb9fe025b716bc66d920b996381f457393d,comfyanonymous,2023-09-26T02:56:40-04:00,Make LoadImage and LoadImageMask return masks in batch format.,1,nodes.py
ComfyUI,1d6dd8318463e896abf9f99cf5381438ee64d302,446caf711c9e9ae4cdced65bf3609095b26fcde0,comfyanonymous,2023-09-26T16:25:34-04:00,Scheduler code refactor.,1,comfy\samplers.py
ComfyUI,fff491b03289ac954eb465b9a57b30f695259c41,1d6dd8318463e896abf9f99cf5381438ee64d302,comfyanonymous,2023-09-27T12:04:07-04:00,Model patches can now know which batch is positive and negative.,1,comfy\ldm\modules\attention.py
ComfyUI,1c8ae9dbb249ed5326d61d16b4e6b5807c09c0e1,66756de1002c23ec4005504232e3f8e5096c964b,Jukka Seppänen,2023-09-29T05:01:19+03:00,"Allow GrowMask node to work with batches (for AnimateDiff) (#1623)

* Allow mask batches

This allows LatentCompositeMasked -node to work with AnimateDiff. I tried to keep old functionality too, unsure if it's correct, but both single mask and batch of masks seems to work with this change.

* Update nodes_mask.py",1,comfy_extras\nodes_mask.py
ComfyUI,ec454c771b8c2007fbf08602a3205bacd96272a6,2ef459b1d4d627929c84d11e5e0cbe3ded9c9f48,comfyanonymous,2023-10-02T17:26:59-04:00,Refactor with code from comment of #1588,1,nodes.py
ComfyUI,bb064c97965da8af32e08d7ac00768f62c33cdab,7e09e889e3d52eaa0e51144e6257e3baa2f9349e,comfyanonymous,2023-10-16T02:31:24-04:00,Add a separate optimized_attention_masked function.,1,comfy\ldm\modules\attention.py
ComfyUI,23680a9155727b67eb542445417ec362a53f2148,c8013f73e57b27f8e89d96a13d806d4340bd48a0,comfyanonymous,2023-10-17T03:19:29-04:00,Refactor the attention stuff in the VAE.,1,comfy\ldm\modules\diffusionmodules\model.py
ComfyUI,0d45a565daeb8e828680b00770c0e2e03f9955c2,c2bb34d865a4c512091e6036d421dd26d0889b25,comfyanonymous,2023-10-18T02:43:01-04:00,"Fix memory issue related to control loras.

The cleanup function was not getting called.",1,comfy\sample.py
ComfyUI,45c972aba8cf95b229385bb58193d25fb77bccaa,430a8334c500e00fb3b222082c6018cfcbc938aa,comfyanonymous,2023-10-18T20:36:37-04:00,Refactor cond_concat into conditioning.,1,comfy\samplers.py
ComfyUI,8594c8be4d8c0d7c9b5eb3d69d0c96cc80cffcc4,8b65f5de54426f25cc7c08928332e5b7bf0fd25f,comfyanonymous,2023-10-22T13:53:59-04:00,Empty the cache when torch cache is more than 25% free mem.,1,comfy\model_management.py
ComfyUI,3fce8881ca0f24e268fac1dc6e85d2b4cbdb0355,5c65da312a69ddbc34a2a1384b1118fd4e21776e,comfyanonymous,2023-10-24T03:38:41-04:00,Sampling code refactor to make it easier to add more conds.,1,comfy\samplers.py
ComfyUI,723847f6b3d5da21e5d712bc0139fb7197ba60a4,a373367b0cf37e9c67b30d21c207417dedfffd4f,comfyanonymous,2023-10-26T01:53:01-04:00,Faster clip image processing.,1,comfy\clip_vision.py
ComfyUI,c837a173fab41b7132a72ab01b256b714bd6adb2,125b03eeadd2ea3e97984e421e90e48d8dd67dbf,comfyanonymous,2023-10-30T15:29:45-04:00,Fix some memory issues in sub quad attention.,1,comfy\ldm\modules\attention.py
ComfyUI,ee74ef5c9ed9e9c8ecb967e6ce58ec74f664fd0c,6e84a01ecc31ea0ab5c83bf0698e4b5d4027955e,comfyanonymous,2023-11-02T13:07:41-04:00,Increase maximum batch size in LatentRebatch.,1,comfy_extras\nodes_rebatch.py
ComfyUI,2a23ba0b8c225b59902423ef08db0de39d2ed7e7,844dbf97a71b398301e1a6318c6776bc5b1f5b7e,comfyanonymous,2023-11-07T04:30:37-05:00,Fix unet ops not entirely on GPU.,1,comfy\ldm\modules\diffusionmodules\util.py
ComfyUI,a527d0c795ba5572708095fcf0f9366e2076ba7e,2a23ba0b8c225b59902423ef08db0de39d2ed7e7,comfyanonymous,2023-11-07T19:33:40-05:00,Code refactor.,1,comfy\ldm\modules\diffusionmodules\openaimodel.py
ComfyUI,ca2812bae09f337378dc1d70714bf7287e27883a,58d5d71a93908c6edd783d85557c2556b2e179c7,comfyanonymous,2023-11-10T22:05:25-05:00,Fix RescaleCFG for batch size > 1.,1,comfy_extras\nodes_model_advanced.py
ComfyUI,412d3ff57d01d7e8c0889f686e31836170c4bfe3,ca2812bae09f337378dc1d70714bf7287e27883a,comfyanonymous,2023-11-11T01:00:43-05:00,Refactor.,1,comfy\ops.py
ComfyUI,4781819a85847a8cf180a41d0ee4cdf99979e5be,dd4ba68b6e93a562d9499eff34e50dbbbc8714e7,comfyanonymous,2023-11-12T04:26:16-05:00,Make memory estimation aware of model dtype.,1,comfy\model_base.py
ComfyUI,c962884a5c987e95d6928565ddb44220b769808e,420beeeb05ef59e887f8731f615f8a9ec6eb0a4c,comfyanonymous,2023-11-14T11:38:36-05:00,Make bislerp work on GPU.,1,comfy\utils.py
ComfyUI,410bf0777197c7005fe13aa4f6717d6dc63e2b22,32447f0c392be6a6b64fbac09fd7e7f33eb451f8,comfyanonymous,2023-11-22T18:16:02-05:00,Make VAE memory estimation take dtype into account.,1,comfy\sd.py
ComfyUI,be71bb5e13d716c541a5372a518e9d512073fe18,96c2deeefbca9725eee99d652311377e59f5f115,comfyanonymous,2023-11-27T14:04:16-05:00,Tweak memory inference calculations a bit.,1,comfy\model_base.py
ComfyUI,9b655d4fd72903d33af101177b0cb9576c5babd3,26b1c0a77150be2253f88e4cd106a11112d96d59,comfyanonymous,2023-12-04T21:55:19-05:00,Fix memory issue with control loras.,1,comfy\sample.py
ComfyUI,2db86b4676ed2b5c8551beea25dd2ef3fe3c4f66,e1345473413cafdd91e7af702b8950ed54d0556d,comfyanonymous,2023-12-06T05:13:14-05:00,Slightly faster lora applying.,1,comfy\model_management.py
ComfyUI,3152023fbc4f8ee6598a863314ca98d48ea9c2e6,77755ab8dbc74f3f231aa817590401d7969f96a4,comfyanonymous,2023-12-11T23:50:38-05:00,Use inference dtype for unet memory usage estimation.,1,comfy\model_base.py
ComfyUI,014c8bf2f227eea118eb2f232962647289314853,9cad2f06ff93e3ac512f7f008c11026530900b51,comfyanonymous,2023-12-15T15:26:12-05:00,Refactor LCM to support more model types.,1,comfy_extras\nodes_model_advanced.py
